Rk,Player,PTS,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
2090,LeBron James,42,2010-04-04,25-095,CLE,@,BOS,L 113-117,*,45,14,31,.452,14,22,.636,0,9,.000,14,22,.636,.516,1,6,7,9,1,1,3,0,42,30.2,6.6,-1,F-G,jamesle01
2091,LeBron James,42,2014-02-18,29-050,MIA,@,DAL,W 117-106,*,38,16,23,.696,12,15,.800,4,8,.500,6,8,.750,.792,2,7,9,6,2,0,3,2,42,37.4,18.3,19,F-G,jamesle01
2092,LeBron James,42,2015-02-26,30-058,CLE,,GSW,W 110-99,*,36,15,25,.600,11,16,.688,4,9,.444,8,11,.727,.704,1,10,11,5,3,1,6,5,42,32.2,18.4,9,F-G,jamesle01
2093,LeBron James,42,2018-05-15,33-136,CLE,@,BOS,L 94-107,*,39,16,29,.552,11,18,.611,5,11,.455,5,10,.500,.629,1,9,10,12,0,1,6,3,42,31.4,19.0,-9,F-G,jamesle01
2094,LeBron James,42,2018-12-05,33-340,LAL,,SAS,W 121-113,*,40,15,24,.625,12,17,.706,3,7,.429,9,13,.692,.707,0,5,5,6,2,0,2,1,42,34.9,15.2,19,F-G,jamesle01
2095,LeBron James,42,2025-02-06,40-038,LAL,,GSW,W 120-112,*,38,14,25,.560,8,16,.500,6,9,.667,8,10,.800,.714,1,16,17,8,1,1,3,1,42,38.7,16.3,7,F-G,jamesle01
2096,Richard Jefferson,42,2004-12-22,24-184,NJN,,CLE,W 92-90,*,47,12,20,.600,10,16,.625,2,4,.500,16,17,.941,.764,0,6,6,7,1,1,3,1,42,37.4,19.2,4,F,jefferi01
2097,Joe Johnson,42,2006-03-07,24-251,ATL,,GSW,W 113-106,*,48,14,27,.519,10,17,.588,4,10,.400,10,10,1.000,.669,1,5,6,9,1,0,7,3,42,30.0,5.1,7,G-F,johnsjo02
2098,Kevin Johnson,42,1994-04-03,28-030,PHO,,DEN,W 108-98,*,45,14,25,.560,14,24,.583,0,1,.000,14,16,.875,.655,1,0,1,17,3,0,2,4,42,41.3,19.0,,G,johnske02
2099,Magic Johnson,42,1980-05-16,20-276,LAL,@,PHI,W 123-107,*,47,14,23,.609,14,22,.636,0,1,.000,14,14,1.000,.720,3,12,15,7,3,1,5,3,42,39.6,,,G-F,johnsma02
2100,Magic Johnson,42,1987-01-19,27-158,LAL,@,NJN,W 126-115,*,41,13,28,.464,13,26,.500,0,2,.000,16,16,1.000,.599,4,7,11,7,2,1,6,3,42,32.9,6.3,,G-F,johnsma02
2101,Nikola Jokić,42,2024-01-21,28-336,DEN,@,WAS,W 113-104,*,36,15,20,.750,15,20,.750,0,0,,12,14,.857,.803,4,8,12,8,2,2,0,2,42,46.6,29.4,20,C-F,jokicni01
2102,Nikola Jokić,42,2024-04-02,29-043,DEN,,SAS,W 110-105,*,38,18,32,.563,17,26,.654,1,6,.167,5,6,.833,.606,4,12,16,6,1,2,4,2,42,34.6,13.8,5,C-F,jokicni01
2103,Nikola Jokić,42,2025-05-05,30-075,DEN,@,OKC,W 121-119,*,42,15,29,.517,13,23,.565,2,6,.333,10,13,.769,.605,5,17,22,6,1,2,7,5,42,32.7,12.6,10,C-F,jokicni01
2104,Michael Jordan,42,1985-01-05,21-323,CHI,@,NYK,L 113-119,*,42,16,25,.640,16,25,.640,0,0,,10,11,.909,.704,4,3,7,4,2,1,3,3,42,35.5,13.7,,G-F,jordami01
2105,Michael Jordan,42,1987-04-26,24-068,CHI,@,BOS,L 96-105,*,45,14,29,.483,12,26,.462,2,3,.667,12,14,.857,.597,1,3,4,4,0,4,4,3,42,28.5,15.2,,G-F,jordami01
2106,Michael Jordan,42,1988-01-12,24-329,CHI,,BOS,L 97-104,*,43,19,35,.543,19,34,.559,0,1,.000,4,5,.800,.565,2,2,4,6,3,1,0,0,42,34.6,17.3,,G-F,jordami01
2107,Michael Jordan,42,1988-01-22,24-339,CHI,,PHO,W 118-108,*,38,17,25,.680,17,25,.680,0,0,,8,8,1.000,.736,0,4,4,13,4,2,2,2,42,44.2,27.9,,G-F,jordami01
2108,Michael Jordan,42,1988-11-12,25-269,CHI,@,NJN,L 91-97,*,43,17,31,.548,17,28,.607,0,3,.000,8,12,.667,.579,2,5,7,6,3,1,1,2,42,34.5,18.9,,G-F,jordami01
2109,Michael Jordan,42,1988-12-20,25-307,CHI,,LAL,W 116-103,*,39,11,23,.478,9,20,.450,2,3,.667,18,22,.818,.643,4,3,7,8,4,0,1,0,42,41.0,22.7,,G-F,jordami01
2110,Michael Jordan,42,1989-01-15,25-333,CHI,,BOS,W 110-104,*,41,13,23,.565,13,20,.650,0,3,.000,16,17,.941,.689,1,5,6,11,8,0,2,2,42,45.8,25.8,,G-F,jordami01
2111,Michael Jordan,42,1990-01-21,26-338,CHI,,NYK,W 117-109,*,41,10,17,.588,6,12,.500,4,5,.800,18,20,.900,.814,1,9,10,7,4,2,4,4,42,41.4,23.6,,G-F,jordami01
2112,Michael Jordan,42,1990-05-28,27-100,CHI,,DET,W 108-101,*,43,13,26,.500,13,25,.520,0,1,.000,16,19,.842,.611,0,4,4,9,4,3,4,5,42,35.4,17.5,,G-F,jordami01
2113,Michael Jordan,42,1990-12-27,27-313,CHI,,GSW,W 128-113,*,34,17,25,.680,16,23,.696,1,2,.500,7,7,1.000,.748,1,13,14,7,3,1,1,3,42,42.3,21.0,,G-F,jordami01
2114,Michael Jordan,42,1991-03-28,28-039,CHI,@,NJN,W 128-94,*,30,16,26,.615,16,26,.615,0,0,,10,11,.909,.681,1,0,1,4,0,2,3,4,42,30.1,19.6,,G-F,jordami01
2115,Michael Jordan,42,1992-05-17,29-090,CHI,,NYK,W 110-81,*,42,15,29,.517,15,29,.517,0,0,,12,13,.923,.605,3,3,6,4,2,3,5,3,42,31.0,8.7,,G-F,jordami01
2116,Michael Jordan,42,1992-12-25,29-312,CHI,,NYK,W 89-77,*,41,15,34,.441,15,30,.500,0,4,.000,12,16,.750,.512,0,8,8,5,3,1,4,2,42,27.4,15.5,,G-F,jordami01
2117,Michael Jordan,42,1993-01-24,29-342,CHI,@,SAS,L 99-103,*,44,16,35,.457,16,33,.485,0,2,.000,10,11,.909,.527,5,6,11,3,4,2,4,3,42,31.1,14.6,,G-F,jordami01
2118,Michael Jordan,42,1993-06-11,30-114,CHI,@,PHO,W 111-108,*,40,18,36,.500,16,34,.471,2,2,1.000,4,5,.800,.550,5,7,12,9,2,0,5,2,42,31.7,12.2,,G-F,jordami01
2119,Michael Jordan,42,1995-11-03,32-259,CHI,,CHH,W 105-91,*,39,16,29,.552,13,22,.591,3,7,.429,7,9,.778,.637,1,5,6,7,0,0,1,4,42,31.8,16.1,,G-F,jordami01
2120,Michael Jordan,42,1998-03-08,35-019,CHI,@,NYK,W 102-89,*,44,17,33,.515,16,31,.516,1,2,.500,7,9,.778,.568,3,5,8,6,3,1,2,1,42,34.0,18.9,5,G-F,jordami01
2121,Shawn Kemp,42,1994-12-10,25-014,SEA,@,LAC,W 132-127 (2OT),*,46,11,16,.688,11,16,.688,0,0,,20,22,.909,.818,9,5,14,1,0,1,5,5,42,36.6,7.7,,F-C,kempsh01
2122,Bernard King,42,1981-02-24,24-082,GSW,@,SAS,L 126-131,*,45,17,28,.607,16,27,.593,1,1,1.000,7,9,.778,.657,3,9,12,3,0,0,6,5,42,27.3,,,F,kingbe01
2123,Bernard King,42,1984-01-14,27-041,NYK,@,CHI,W 113-111,*,38,18,26,.692,18,26,.692,0,0,,6,9,.667,.701,3,6,9,2,0,0,2,5,42,31.1,,,F,kingbe01
2124,Bernard King,42,1985-03-09,28-095,NYK,,PHI,W 131-129 (2OT),*,52,13,25,.520,13,25,.520,0,0,,16,23,.696,.598,5,5,10,13,4,0,4,2,42,40.2,16.8,,F,kingbe01
2125,Bernard King,42,1990-01-09,33-036,WSB,@,NYK,L 127-131 (OT),*,40,19,29,.655,19,29,.655,0,0,,4,4,1.000,.683,2,2,4,6,0,0,5,5,42,28.5,3.0,,F,kingbe01
2126,Zach LaVine,42,2019-02-23,23-350,CHI,,BOS,W 126-116,*,39,17,29,.586,12,18,.667,5,11,.455,3,3,1.000,.693,1,5,6,4,0,0,5,5,42,26.5,3.6,2,G-F,lavinza01
2127,Zach LaVine,42,2020-01-18,24-314,CHI,,CLE,W 118-116,*,39,19,31,.613,17,25,.680,2,6,.333,2,4,.500,.641,2,4,6,3,5,2,1,2,42,36.4,12.1,-1,G-F,lavinza01
2128,Zach LaVine,42,2023-03-05,27-360,CHI,,IND,L 122-125,*,38,13,23,.565,8,15,.533,5,8,.625,11,13,.846,.731,0,4,4,4,0,0,3,1,42,30.9,5.1,-1,G-F,lavinza01
2129,Zach LaVine,42,2025-02-24,29-351,SAC,,CHO,W 130-88,*,31,16,19,.842,8,10,.800,8,9,.889,2,3,.667,1.033,0,3,3,2,1,0,3,0,42,35.0,23.3,36,G-F,lavinza01
2130,Allen Leavell,42,1983-02-02,25-251,HOU,,DEN,W 135-128,*,45,14,26,.538,11,21,.524,3,5,.600,11,12,.917,.671,1,5,6,9,4,1,5,3,42,36.0,,,G,leaveal01
2131,Kawhi Leonard,42,2019-12-13,28-167,LAC,@,MIN,W 124-117,*,37,10,24,.417,7,21,.333,3,3,1.000,19,19,1.000,.649,2,9,11,2,0,0,8,3,42,25.5,1.2,16,F,leonaka01
2132,Caris LeVert,42,2022-02-04,27-163,IND,,CHI,L 115-122,*,41,19,26,.731,18,23,.783,1,3,.333,3,3,1.000,.769,0,5,5,8,0,0,3,3,42,34.3,10.2,-3,G-F,leverca01
2133,Reggie Lewis,42,1991-04-12,25-142,BOS,,MIA,W 119-109,*,39,16,24,.667,16,24,.667,0,0,,10,12,.833,.717,2,3,5,3,1,0,1,2,42,34.4,12.6,,G-F,lewisre01
2134,Reggie Lewis,42,1992-05-10,26-171,BOS,,CLE,L 112-114 (OT),*,48,16,28,.571,15,27,.556,1,1,1.000,9,12,.750,.631,1,2,3,6,5,1,2,4,42,35.2,17.0,,G-F,lewisre01
2135,Damian Lillard,42,2016-11-04,26-112,POR,@,DAL,W 105-95,*,37,12,18,.667,7,12,.583,5,6,.833,13,14,.929,.869,0,4,4,4,0,0,1,4,42,35.2,20.0,17,G,lillada01
2136,Damian Lillard,42,2018-10-27,28-104,POR,@,MIA,L 111-120,*,37,15,28,.536,10,17,.588,5,11,.455,7,7,1.000,.676,2,5,7,6,0,0,1,3,42,33.3,15.5,-1,G,lillada01
2137,Damian Lillard,42,2020-02-07,29-207,POR,@,UTA,L 114-117,*,43,16,30,.533,8,16,.500,8,14,.571,2,3,.667,.670,1,5,6,6,1,2,4,2,42,31.0,12.5,6,G,lillada01
2138,Damian Lillard,42,2020-08-13,30-029,POR,@,BRK,W 134-133,*,44,13,22,.591,5,8,.625,8,14,.571,8,9,.889,.809,0,3,3,12,2,0,1,1,42,41.3,18.1,-1,G,lillada01
2139,Damian Lillard,42,2021-05-24,30-313,POR,@,DEN,L 109-128,*,42,11,24,.458,2,8,.250,9,16,.563,11,13,.846,.707,0,4,4,10,0,1,3,1,42,34.3,15.2,-16,G,lillada01
2140,Damian Lillard,42,2023-01-30,32-199,POR,,ATL,W 129-125,*,38,10,21,.476,5,9,.556,5,12,.417,17,17,1.000,.737,1,1,2,6,0,0,0,3,42,35.3,8.5,6,G,lillada01
2141,Damian Lillard,42,2023-02-01,32-201,POR,@,MEM,W 122-112,*,40,11,22,.500,6,9,.667,5,13,.385,15,16,.938,.723,1,7,8,10,0,1,2,2,42,38.3,17.9,6,G,lillada01
2142,Kenneth Lofton Jr.,42,2023-04-09,20-238,MEM,@,OKC,L 100-115,*,40,17,25,.680,17,23,.739,0,2,.000,8,12,.667,.694,6,8,14,0,1,0,2,3,42,34.1,6.5,-17,F,loftoke01
2143,John Long,42,1987-03-09,30-193,IND,,UTA,W 107-102,*,39,15,28,.536,13,26,.500,2,2,1.000,10,10,1.000,.648,2,2,4,6,3,0,2,3,42,34.4,14.6,,G-F,longjo01
2144,Kevin Love,42,2012-03-03,23-178,MIN,@,POR,W 122-110,*,43,15,27,.556,10,19,.526,5,8,.625,7,8,.875,.688,4,6,10,4,1,0,0,2,42,36.3,14.6,18,F-C,loveke01
2145,Kevin Love,42,2013-12-13,25-097,MIN,@,SAS,L 110-117,*,39,15,27,.556,7,18,.389,8,9,.889,4,4,1.000,.730,4,10,14,2,1,0,1,0,42,36.3,20.4,5,F-C,loveke01
2146,Kevin Love,42,2014-02-19,25-165,MIN,,IND,W 104-91,*,37,14,22,.636,9,12,.750,5,10,.500,9,10,.900,.795,1,15,16,1,1,0,3,2,42,34.9,19.2,14,F-C,loveke01
2147,Karl Malone,42,1988-11-19,25-118,UTA,,PHO,W 134-121,*,41,14,19,.737,14,19,.737,0,0,,14,14,1.000,.835,1,9,10,3,0,1,6,4,42,32.9,8.7,,F,malonka01
2148,Karl Malone,42,1990-01-13,26-173,UTA,@,DAL,W 109-99,*,42,16,22,.727,16,21,.762,0,1,.000,10,12,.833,.770,5,7,12,5,0,1,6,4,42,34.4,11.9,,F,malonka01
2149,Karl Malone,42,1992-04-13,28-264,UTA,,GSW,W 138-99,*,36,11,19,.579,11,19,.579,0,0,,20,24,.833,.710,5,7,12,3,0,0,1,3,42,37.0,14.9,,F,malonka01
2150,Karl Malone,42,1993-01-24,29-184,UTA,,POR,L 113-124,*,37,15,25,.600,15,25,.600,0,0,,12,17,.706,.647,4,8,12,2,1,0,7,4,42,27.5,5.3,,F,malonka01
2151,Karl Malone,42,1995-01-16,31-176,UTA,@,IND,W 99-98 (OT),*,41,18,26,.692,18,26,.692,0,0,,6,7,.857,.722,2,7,9,0,0,0,5,6,42,26.7,10.4,,F,malonka01
2152,Karl Malone,42,1997-05-10,33-290,UTA,@,LAL,W 110-95,*,39,12,27,.444,12,27,.444,0,0,,18,18,1.000,.601,2,7,9,3,0,0,2,4,42,29.9,10.6,10,F,malonka01
2153,Karl Malone,42,1997-11-29,34-128,UTA,@,LAC,W 94-91,*,41,17,29,.586,17,29,.586,0,0,,8,10,.800,.629,6,12,18,0,2,2,5,4,42,32.3,11.7,1,F,malonka01
2154,Moses Malone,42,1981-04-26,26-034,HOU,,KCK,W 100-89,*,48,16,34,.471,16,34,.471,0,0,,10,14,.714,.523,,,23,1,0,1,,3,42,,,,C-F,malonmo01
2155,Moses Malone,42,1981-10-31,26-222,HOU,@,SDC,L 110-125,*,41,15,25,.600,15,25,.600,0,0,,12,14,.857,.674,,,10,2,1,0,2,4,42,,,,C-F,malonmo01
2156,Moses Malone,42,1981-12-26,26-278,HOU,@,UTA,W 115-104,*,36,17,24,.708,17,24,.708,0,0,,8,10,.800,.739,,,11,2,0,1,4,2,42,,,,C-F,malonmo01
2157,Moses Malone,42,1986-02-25,30-339,PHI,@,CHI,W 122-108,*,38,13,25,.520,13,25,.520,0,0,,16,16,1.000,.655,5,10,15,1,1,7,3,1,42,39.4,15.0,,C-F,malonmo01
2158,Stephon Marbury,42,2000-01-27,22-341,NJN,@,VAN,L 106-108,*,44,14,23,.609,11,19,.579,3,4,.750,11,12,.917,.743,2,4,6,9,0,0,5,3,42,33.8,8.9,0,G,marbust01
2159,Stephon Marbury,42,2004-02-08,26-353,NYK,,LAC,W 110-104,*,45,15,20,.750,11,15,.733,4,5,.800,8,9,.889,.876,0,1,1,8,2,0,4,1,42,37.1,17.8,6,G,marbust01
2160,Jamal Mashburn,42,1995-04-11,22-133,DAL,@,HOU,W 156-147 (2OT),*,53,16,37,.432,15,31,.484,1,6,.167,9,16,.563,.477,1,4,5,5,5,0,3,5,42,25.1,1.2,,F,mashbja01
2161,Tyrese Maxey,42,2023-12-29,23-055,PHI,@,HOU,W 131-127,*,41,13,26,.500,11,17,.647,2,9,.222,14,15,.933,.644,1,3,4,4,0,1,1,1,42,32.3,3.4,0,G,maxeyty01
2162,Tyrese Maxey,42,2025-01-31,24-088,PHI,,DEN,L 134-137,*,39,15,26,.577,9,15,.600,6,11,.545,6,8,.750,.711,0,2,2,9,2,0,5,2,42,32.1,4.0,-1,G,maxeyty01
2163,CJ McCollum,42,2018-03-28,26-190,POR,@,MEM,L 103-108,*,37,16,25,.640,13,18,.722,3,7,.429,7,9,.778,.725,0,3,3,5,1,0,2,2,42,32.7,14.7,1,G,mccolcj01
2164,CJ McCollum,42,2022-12-30,31-102,NOP,,PHI,W 127-116,*,35,13,20,.650,2,4,.500,11,16,.688,5,6,.833,.928,1,3,4,5,2,0,2,2,42,37.1,24.8,6,G,mccolcj01
2165,Xavier McDaniel,42,1987-05-23,23-353,SEA,,LAL,L 121-122,*,39,20,29,.690,19,27,.704,1,2,.500,1,2,.500,.703,7,3,10,4,0,0,3,5,42,32.9,12.8,,F,mcdanxa01
2166,Tracy McGrady,42,2001-04-28,21-339,ORL,,MIL,W 121-116 (OT),*,50,14,32,.438,14,30,.467,0,2,.000,14,18,.778,.526,0,8,8,10,3,2,2,3,42,34.2,12.5,12,G-F,mcgratr01
2167,Tracy McGrady,42,2004-12-31,25-221,HOU,,MIL,W 105-90,*,47,13,24,.542,10,18,.556,3,6,.500,13,16,.813,.677,2,8,10,5,2,0,4,2,42,33.7,12.7,14,G-F,mcgratr01
2168,Kevin McHale,42,1985-03-05,27-076,BOS,@,NYK,W 110-102,*,44,15,21,.714,15,21,.714,0,0,,12,16,.750,.749,2,7,9,2,0,1,4,5,42,31.3,8.9,,F-C,mchalke01
2169,Jodie Meeks,42,2014-03-09,26-200,LAL,,OKC,W 114-110,*,37,11,18,.611,5,7,.714,6,11,.545,14,14,1.000,.869,0,2,2,0,4,0,3,2,42,34.6,16.6,14,G,meeksjo01
2170,Khris Middleton,42,2024-04-26,32-258,MIL,@,IND,L 118-121 (OT),*,41,16,29,.552,12,20,.600,4,9,.444,6,6,1.000,.664,3,7,10,5,0,0,3,5,42,30.8,10.0,2,F-G,middlkh01
2171,Donovan Mitchell,42,2021-03-18,24-192,UTA,@,WAS,L 122-131,*,39,16,30,.533,12,18,.667,4,12,.333,6,7,.857,.635,1,3,4,6,2,0,4,4,42,29.2,9.1,-10,G,mitchdo01
2172,Donovan Mitchell,42,2021-04-10,24-215,UTA,,SAC,W 128-112,*,35,12,31,.387,9,19,.474,3,12,.250,15,17,.882,.546,1,2,3,4,1,1,0,0,42,30.1,7.7,9,G,mitchdo01
2173,Donovan Mitchell,42,2021-04-12,24-217,UTA,,WAS,L 121-125,*,39,14,32,.438,10,21,.476,4,11,.364,10,12,.833,.563,1,2,3,6,1,0,3,3,42,26.7,4.1,8,G,mitchdo01
2174,Donovan Mitchell,42,2023-03-10,26-184,CLE,@,MIA,L 115-119,*,43,15,30,.500,7,15,.467,8,15,.533,4,6,.667,.643,0,3,3,4,1,0,4,4,42,25.3,4.4,1,G,mitchdo01
2175,Donovan Mitchell,42,2023-03-31,26-205,CLE,,NYK,L 116-130,*,40,16,23,.696,10,14,.714,6,9,.667,4,5,.800,.833,0,4,4,5,0,1,4,5,42,31.3,9.0,-8,G,mitchdo01
2176,Mike Mitchell,42,1981-02-18,25-048,CLE,@,NJN,L 108-110,*,47,19,36,.528,19,36,.528,0,0,,4,7,.571,.537,3,5,8,0,2,0,2,1,42,26.4,,,F,mitchmi01
2177,Sidney Moncrief,42,1983-02-24,25-156,MIL,@,HOU,W 114-103,*,39,14,24,.583,14,24,.583,0,0,,14,14,1.000,.696,2,6,8,8,1,1,1,3,42,39.1,,,G,moncrsi01
2178,Anthony Morrow,42,2012-02-03,26-129,NJN,,MIN,L 105-108,*,33,13,20,.650,5,9,.556,8,11,.727,8,8,1.000,.893,3,1,4,2,0,0,3,5,42,32.0,20.3,7,G,morroan01
2179,Chris Mullin,42,1988-11-12,25-105,GSW,,POR,W 107-100,*,46,14,25,.560,14,25,.560,0,0,,14,14,1.000,.674,3,2,5,2,3,1,2,1,42,35.5,12.6,,F-G,mullich01
2180,Chris Mullin,42,1992-12-28,29-151,GSW,@,SAS,W 106-105,*,42,19,31,.613,16,26,.615,3,5,.600,1,1,1.000,.668,1,5,6,3,2,0,2,2,42,31.4,16.3,,F-G,mullich01
2181,Calvin Murphy,42,1981-01-03,32-239,HOU,,DEN,L 132-134,,32,16,27,.593,16,27,.593,0,0,,10,10,1.000,.669,0,2,2,4,2,0,3,4,42,30.3,,,G,murphca01
2182,Calvin Murphy,42,1981-04-17,32-343,HOU,@,SAS,W 105-100,*,42,19,28,.679,19,27,.704,0,1,.000,4,4,1.000,.706,,,1,3,0,0,5,2,42,,,,G,murphca01
2183,Jamal Murray,42,2020-08-25,23-184,DEN,,UTA,W 117-107,*,41,17,26,.654,13,18,.722,4,8,.500,4,4,1.000,.756,3,5,8,8,1,0,0,3,42,39.6,18.7,20,G,murraja01
2184,Steve Nash,42,2006-12-07,32-303,PHO,@,NJN,W 161-157 (2OT),*,48,16,25,.640,10,18,.556,6,7,.857,4,5,.800,.772,1,5,6,13,1,0,3,3,42,38.6,10.6,6,G,nashst01
2185,Steve Nash,42,2006-12-22,32-318,PHO,,WAS,L 139-144 (OT),*,42,14,25,.560,7,10,.700,7,15,.467,7,9,.778,.725,0,3,3,12,0,0,5,2,42,32.8,10.6,-9,G,nashst01
2186,Dirk Nowitzki,42,2001-05-14,22-329,DAL,@,SAS,L 87-105,*,47,14,24,.583,14,23,.609,0,1,.000,14,18,.778,.658,6,12,18,2,6,1,3,2,42,41.3,22.8,-18,F-C,nowitdi01
2187,Dirk Nowitzki,42,2003-04-25,24-310,DAL,@,POR,W 115-103,*,47,15,20,.750,10,14,.714,5,6,.833,7,9,.778,.876,1,9,10,3,2,1,2,4,42,37.8,18.5,14,F-C,nowitdi01
2188,Dirk Nowitzki,42,2010-11-23,32-157,DAL,,DET,W 88-84,*,40,13,23,.565,10,20,.500,3,3,1.000,13,16,.813,.699,5,7,12,1,0,2,1,4,42,35.0,20.9,9,F-C,nowitdi01
2189,Hakeem Olajuwon,42,1984-12-06,21-320,HOU,@,GSW,L 113-114,*,45,18,22,.818,18,22,.818,0,0,,6,9,.667,.809,5,8,13,0,0,5,3,4,42,37.4,13.4,,C,olajuha01
2190,Hakeem Olajuwon,42,1993-01-16,29-361,HOU,,NYK,W 104-102,*,44,15,26,.577,15,26,.577,0,0,,12,14,.857,.653,3,9,12,6,2,3,3,4,42,37.5,14.7,,C,olajuha01
2191,Hakeem Olajuwon,42,1993-04-06,30-075,HOU,,LAC,W 114-101,*,36,17,25,.680,17,25,.680,0,0,,8,11,.727,.704,5,8,13,6,5,4,3,4,42,43.4,24.7,,C,olajuha01
2192,Hakeem Olajuwon,42,1994-04-12,31-081,HOU,,MIN,W 98-89,*,45,18,29,.621,18,28,.643,0,1,.000,6,7,.857,.655,0,10,10,2,1,3,3,4,42,31.4,10.3,,C,olajuha01
2193,Hakeem Olajuwon,42,1994-12-29,31-342,HOU,,GSW,W 126-124,*,46,14,25,.560,14,25,.560,0,0,,14,18,.778,.638,2,6,8,3,3,2,2,4,42,34.6,5.7,,C,olajuha01
2194,Hakeem Olajuwon,42,1995-05-30,32-129,HOU,@,SAS,W 111-90,*,44,19,30,.633,19,30,.633,0,0,,4,7,.571,.635,0,9,9,8,1,5,3,5,42,35.2,15.3,,C,olajuha01
2195,Hakeem Olajuwon,42,1996-02-29,33-039,HOU,,PHI,W 109-95,*,43,15,25,.600,15,24,.625,0,1,.000,12,17,.706,.647,3,8,11,5,1,3,6,1,42,33.2,10.1,,C,olajuha01
2196,Hakeem Olajuwon,42,1996-03-10,33-049,HOU,@,VAN,W 95-89,*,43,16,26,.615,16,25,.640,0,1,.000,10,11,.909,.681,4,14,18,3,2,3,1,2,42,41.2,17.0,,C,olajuha01
2197,Shaquille O'Neal,42,1993-11-05,21-244,ORL,@,MIA,W 116-96,*,31,17,24,.708,17,24,.708,0,0,,8,13,.615,.707,4,8,12,1,1,1,1,4,42,35.0,18.9,,C,onealsh01
2198,Shaquille O'Neal,42,1994-04-15,22-040,ORL,@,BOS,L 110-113 (2OT),*,53,18,32,.563,18,32,.563,0,0,,6,14,.429,.550,4,7,11,1,1,3,1,3,42,30.1,7.7,,C,onealsh01
2199,Shaquille O'Neal,42,1995-01-18,22-318,ORL,@,DAL,W 108-97,*,38,17,25,.680,17,25,.680,0,0,,8,13,.615,.684,1,9,10,2,0,4,3,2,42,33.1,10.7,,C,onealsh01
2200,Shaquille O'Neal,42,1997-04-17,25-042,LAL,,SAC,W 108-99,*,34,15,31,.484,15,30,.500,0,1,.000,12,14,.857,.565,6,6,12,3,1,1,3,2,42,31.5,5.1,9,C,onealsh01
2201,Shaquille O'Neal,42,2003-03-17,31-011,LAL,@,LAC,W 102-85,*,41,15,24,.625,15,24,.625,0,0,,12,15,.800,.686,1,6,7,5,0,2,2,3,42,34.2,15.5,13,C,onealsh01
2202,Tony Parker,42,2009-03-25,26-312,SAS,@,ATL,W 102-92,*,39,18,25,.720,18,25,.720,0,0,,6,6,1.000,.760,0,3,3,10,1,0,2,2,42,37.8,21.5,19,G,parketo01
2203,Tony Parker,42,2012-02-04,29-263,SAS,,OKC,W 107-96,*,39,16,29,.552,16,27,.593,0,2,.000,10,12,.833,.613,0,3,3,9,2,1,0,2,42,36.4,20.1,20,G,parketo01
2204,Chris Paul,42,2008-02-06,22-276,NOH,@,PHO,W 132-130 (2OT),*,50,18,33,.545,14,24,.583,4,9,.444,2,3,.667,.612,2,3,5,9,8,0,1,2,42,40.5,22.1,11,G,paulch01
2205,Chris Paul,42,2009-04-10,23-339,NOH,@,DAL,L 92-100,*,42,14,25,.560,11,19,.579,3,6,.500,11,12,.917,.694,2,7,9,7,2,0,2,1,42,37.7,23.5,0,G,paulch01
2206,Chris Paul,42,2013-10-31,28-178,LAC,,GSW,W 126-115,*,37,12,20,.600,10,14,.714,2,6,.333,16,17,.941,.764,1,1,2,15,6,0,6,4,42,42.3,25.3,17,G,paulch01
2207,Chuck Person,42,1987-02-11,22-229,IND,@,PHO,W 121-105,*,38,18,23,.783,12,17,.706,6,6,1.000,0,0,,.913,0,9,9,2,2,0,2,4,42,35.6,18.0,,F,persoch01
2208,Chuck Person,42,1989-12-19,25-175,IND,@,LAC,L 102-128,*,46,17,27,.630,17,26,.654,0,1,.000,8,8,1.000,.688,5,2,7,3,1,1,2,3,42,34.6,11.7,,F,persoch01
2209,Paul Pierce,42,2001-01-15,23-094,BOS,@,MIN,W 107-102,*,42,15,22,.682,14,20,.700,1,2,.500,11,12,.917,.770,1,4,5,3,2,0,3,4,42,33.6,14.6,12,F-G,piercpa01
2210,Paul Pierce,42,2001-03-13,23-151,BOS,@,LAL,L 107-112,*,38,13,19,.684,10,12,.833,3,7,.429,13,21,.619,.744,1,5,6,2,4,1,3,4,42,34.4,16.5,-19,F-G,piercpa01
2211,Paul Pierce,42,2001-03-15,23-153,BOS,@,PHO,W 105-101,*,36,13,25,.520,10,17,.588,3,8,.375,13,13,1.000,.684,1,1,2,1,2,3,3,3,42,31.3,10.8,21,F-G,piercpa01
2212,Paul Pierce,42,2002-12-20,25-068,BOS,,MIN,W 108-99,*,45,11,25,.440,7,17,.412,4,8,.500,16,18,.889,.638,1,13,14,4,4,1,6,1,42,33.8,11.9,9,F-G,piercpa01
2213,Jordan Poole,42,2024-11-13,25-147,WAS,@,SAS,L 130-139,*,33,15,22,.682,9,13,.692,6,9,.667,6,6,1.000,.852,0,2,2,6,2,0,3,5,42,34.4,15.0,-6,G,poolejo01
2214,Jordan Poole,42,2025-02-12,25-238,WAS,,IND,L 130-134 (OT),*,41,15,29,.517,9,14,.643,6,15,.400,6,6,1.000,.664,0,5,5,5,2,1,4,5,42,29.4,5.0,-8,G,poolejo01
